id,name,city,state,website
100618,Shelton State Community College,Tuscaloosa,AL,www.sheltonstate.edu
100627,Snead State Community College,Boaz,AL,www.snead.edu
100636,University of South Alabama,Mobile,AL,www.usouthal.edu
100645,Southern Community College,Tuskegee,AL,www.SOUTHERNCOMMUNITYCOLLEGE.ORG
100654,Spring Hill College,Mobile,AL,www.shc.edu
100663,Southeastern Bible College,Birmingham,AL,www.sebc.edu
100672,Stillman College,Tuscaloosa,AL,www.stillman.edu
100681,Talladega College,Talladega,AL,www.talladega.edu
100690,H Councill Trenholm State Technical College,Montgomery,AL,www.trenholmstate.edu
100733,Troy University,Troy,AL,www.troy.edu
100742,Tuskegee University,Tuskegee,AL,www.tuskegee.edu
100751,United States Sports Academy,Daphne,AL,www.ussa.edu
100760,Bevill State Community College,Sumiton,AL,www.bscc.edu
100779,University of Alaska Anchorage,Anchorage,AK,www.uaa.alaska.edu
100788,University of Alaska Fairbanks,Fairbanks,AK,www.uaf.edu
100797,University of Alaska Southeast,Juneau,AK,www.uas.alaska.edu
100803,Alaska Pacific University,Anchorage,AK,www.alaskapacific.edu
100812,Alaska Vocational Technical Center,Seward,AK,avtec.labor.state.ak.us/
100821,Charter College,Anchorage,AK,www.chartercollege.edu
100830,Prince William Sound Community College,Valdez,AK,www.pwscc.edu.
100849,Sheldon Jackson College,Sitka,AK,www.sj-alaska.edu
100858,Career Academy,Anchorage,AK,www.careeracademy.net
100876,Everest College - Phoenix,Phoenix,AZ,www.cci.edu
100885,Collins College,Phoenix,AZ,www.collinscollege.edu
100894,Empire Beauty School - Scottsdale,Phoenix,AZ,artisticbeautycolleges.com
100900,Empire Beauty School - Tucson,Tucson,AZ,artisticbeautycolleges.com
100919,Thunderbird School of Global Management,Glendale,AZ,www.t-bird.edu
100928,American Indian College of the Assemblies of God,Phoenix,AZ,www.aicag.edu
100937,American Institute of Technology,Phoenix,AZ,www.ait-schools.com
100946,Carrington College - Phoenix,Phoenix,AZ,www.apollocollege.edu
100973,College America - Flagstaff,Flagstaff,AZ,www.collegeamerica.edu
100982,Arizona Academy of Beauty Inc,Tucson,AZ,www.arizonaacademy.com
100991,Arizona Automotive Institute,Glendale,AZ,www.aai.edu
101000,International Institute of the Americas,Phoenix,AZ,www.iia.edu
101019,Arizona State University,Tempe,AZ,www.asu.edu
101028,Arizona Western College,Yuma,AZ,www.azwestern.edu
101037,University of Arizona,Tucson,AZ,www.arizona.edu
101046,Southwest University of Visual Arts,Tucson,AZ,www.theartcenter.EDU
101055,Brillare Hairdressing Academy - Scottsdale,Scottsdale,AZ,attheacademy.com
101064,Central Arizona College,Coolidge,AZ,www.centralaz.edu
101073,Brown Mackie College - Tucson,Tucson,AZ,www.chap-col.edu
101082,Charles of Italy Beauty College,Lake Havasu City,AZ,www.charlesofitaly.com
101091,Cochise College,Douglas,AZ,www.cochise.edu
101107,Empire Beauty School - Flagstaff,Flagstaff,AZ,artisticbeautycolleges.com
101116,Empire Beauty School - Chandler,Chandler,AZ,artisticbeautycolleges.com
101125,Cortiva Institute - Desert Institute of the Healing Arts,Tucson,AZ,www.desertinstitute.org
101134,DeVoe College of Beauty,Sierra Vista,AZ,www.personal.riverusers.com/~devoe/index.html
101152,Avalon School of Cosmetology,Mesa,AZ,WWW.EARLSACADEMY.COM
101161,Eastern Arizona College,Thatcher,AZ,www.eac.edu
101189,Frank Lloyd Wright School of Architecture,Scottsdale,AZ,
101198,Maricopa Community Colleges - Glendale Community College,Glendale,AZ,www.gc.maricopa.edu
101204,Grand Canyon University,Phoenix,AZ,www.gcu.edu
101213,Anthem College - Phoenix,Phoenix,AZ,www.hightechschools.com
101222,International Academy of Hair Design - Mesa,Mesa,AZ,www.intlacademy.biz
101231,Lamson College,Tempe,AZ,www.lamsoncollege.com
101259,Kaplan College - Phoenix,Phoenix,AZ,www.longtechnicalcollege.com
101268,Maricopa Beauty College,Avondale,AZ,
101277,Maricopa Community College System Office,Tempe,AZ,www.dist.maricopa.edu
101286,Maricopa Community Colleges - Gateway Community College,Phoenix,AZ,www.gwc.maricopa.edu
101295,Maricopa Community Colleges - Mesa Community College,Mesa,AZ,www.mc.maricopa.edu
101329,Mohave Community College,Kingman,AZ,www.mohave.edu
101338,Universal Technical Institute-Motorcycle Mechanics,Phoenix,AZ,uticorp.com
101347,Mundus Institute,Phoenix,AZ,WWW.MUNDUSINSTITUTE.COM
101356,Dine College,Tsaile,AZ,dinecollege.edu
101365,Northern Arizona University,Flagstaff,AZ,www.nau.edu/text/
101374,Northland Pioneer College,Holbrook,AZ,www.npc.edu
101392,"Paralegal Institute, Inc.",Scottsdale,AZ,www.theparalegalinstitute.edu
101408,Empire Beauty School - Glendale,Glendale,AZ,artisticbeautycolleges.com
101426,Phoenix Therapeutic Massage College,Scottsdale,AZ,ptmcaz.edu
101435,University of Phoenix,Phoenix,AZ,www.phoenix.edu/
101444,Pima Community College,Tucson,AZ,www.pima.edu
101453,Pima Medical Institute - Tucson,Tucson,AZ,www.pmi.edu
101471,Prescott College,Prescott,AZ,www.prescott.edu
101480,Refrigeration School Inc,Phoenix,AZ,refrigerationschool.com
101505,Roberto-Venn School of Luthiery,Phoenix,AZ,www.roberto-venn.com
101514,Hair Academy of Safford,Safford,AZ,
101541,Long Technical College - East Valley,Phoenix,AZ,www.lontechnicalcollege.com/
101569,Tucson College,Tucson,AZ,www.tucsoncollege.edu
101578,Universal Technical Institute of Arizona Inc,Avondale,AZ,uticorp.com
101587,Metropolitan College,Phoenix,AZ,
101596,Western International University,Phoenix,AZ,www.wintu.edu
101602,Empire Beauty School - Glendale,Phoenix,AZ,
101611,Yavapai College,Prescott,AZ,www.YC.EDU
101620,University of Arkansas at Little Rock,Little Rock,AR,www.ualr.edu
101639,University of Arkansas for Medical Sciences,Little Rock,AR,www.uams.edu
101648,Arkadelphia Beauty College,Arkadelphia,AR,
101657,Arkansas Baptist College,Little Rock,AR,www.arkansasbaptist.edu
101666,Arkansas Beauty School,Little Rock,AR,
101675,Arkansas Beauty School,Russellville,AR,-1
101684,Lyon College,Batesville,AR,www.lyon.edu
101693,Arkansas College of Barbering and Hair Design,North Little Rock,AR,
101709,"Arthur's Beauty College, Inc - Fort Smith",Fort Smith,AR,
101718,"University of Arkansas, Fayetteville",Fayetteville,AR,www.uark.edu
101727,University of Arkansas at Pine Bluff,Pine Bluff,AR,www.uapb.edu
101736,Arkansas State University - Beebe,Beebe,AR,WWW.ASUB.EDU
101745,Arkansas State University,State University,AR,www.astate.edu
101754,Arkansas Tech University,Russellville,AR,www.atu.edu
101763,University of Arkansas at Monticello,Monticello,AR,www.uamont.edu
101772,"Arthur's Beauty College, Inc. - Jacksonville",Jacksonville,AR,arthursbeautycollege.com
101781,Baptist Health Schools Little Rock,Little Rock,AR,www.bhslr.edu
101790,Bee-Jay's Hairstyling Academy,Little Rock,AR,
101806,Black River Technical College,Pocahontas,AR,www.blackrivertech.edu
101815,University of Central Arkansas,Conway,AR,www.uca.edu
101824,Central Baptist College,Conway,AR,www.cbc.edu
101833,Creative School of Cosmetology,Blytheville,AR,
101842,Cossatot Community College of the University of Arkansas,De Queen,AR,cccua.edu
101851,Crowley's Ridge College,Paragould,AR,www.crowleysridgecollege.edu
101860,Crowleys Ridge Technical Institute,Forrest City,AR,www.crti.tec.ar.us
101879,De Luxe Beauty School,Pine Bluff,AR,
101888,East Arkansas Community College,Forrest City,AR,WWW.EACC.EDU
101897,Eastern College of Health Vocations - Little Rock,Little Rock,AR,www.echv.com
101903,Imagine - Paul Mitchell Partner School,North Little Rock,AR,
101912,National Park Community College,Hot Springs,AR,www.npcc.edu
101921,University of Arkansas Community College-Batesville,Batesville,AR,www.uaccb.edu
101949,Harding University,Searcy,AR,www.harding.edu
101958,Henderson State University,Arkadelphia,AR,www.hsu.edu
101967,Hendrix College,Conway,AR,www.hendrix.edu
101976,Hot Springs Beauty College,Hot Springs,AR,
101985,Jefferson Regional Medical Center,Pine Bluff,AR,www.jrmc.org
101994,John Brown University,Siloam Springs,AR,www.jbu.edu
102003,Lee's School of Cosmetology,North Little Rock,AR,
102012,Career Academy of Hair Design,Springdale,AR,beautyschool.edu
102021,Little Rock Job Corp Center,Little Rock,AR,
102030,Marsha Kay Beauty College,Mountain Home,AR,
102049,Academy of Salon and Spa,Fort Smith,AR,
102067,Mid-South Community College,West Memphis,AR,www.midsouthcc.edu
102076,Arkansas Northeastern College,Blytheville,AR,www.anc.edu
102085,"Margaret's Hair Academy, Inc.",Russellville,AR,
102094,New Tyler Barber College Inc,North Little Rock,AR,
102100,North Arkansas College,Harrison,AR,www.northark.edu
102119,Northwest Technical Institute,Springdale,AR,www.nti.tec.ar.us
102128,Ouachita Baptist University,Arkadelphia,AR,www.obu.edu
102137,Ouachita Technical College,Malvern,AR,www.otcweb.edu
102146,Ozarka College,Melbourne,AR,www.ozarka.edu
102155,University of the Ozarks,Clarksville,AR,www.ozarks.edu
102164,University of Arkansas Community College-Morrilton,Morrilton,AR,www.uaccm.edu
102173,Philander Smith College,Little Rock,AR,www.philander.edu
102182,Phillips Community College of the University of Arkansas,Helena,AR,www.pccua.edu
102191,Southeast Arkansas College,Pine Bluff,AR,www.seark.edu
102207,Professional Cosmetology Education Center,El Dorado,AR,
102216,Pulaski Technical College,North Little Rock,AR,www.pulaskitech.edu
102225,University of Arkansas Community College-Hope,Hope,AR,www.uacch.edu
102234,Rich Mountain Community College,Mena,AR,www.rmcc.edu
102243,Fayetteville Beauty College,Fayetteville,AR,
102252,St. Vincent Infirmary Medical Center,Little Rock,AR,
102261,Searcy Beauty College Inc,Searcy,AR,
102270,Williams Baptist College,Walnut Ridge,AR,www.wbcoll.edu
102298,South Arkansas Community College,El Dorado,AR,www.southark.edu
102304,Southern Arkansas University Main Campus,Magnolia,AR,WWW.SAUMAG.EDU
102313,Southern Arkansas University Tech,Camden,AR,www.sautech.edu
102331,Velvatex College of Beauty Culture,Little Rock,AR,
102340,University of Arkansas-Fort Smith,Fort Smith,AR,www.uafortsmith.edu
102359,Abram Friedman Occupational Center,Los Angeles,CA,
102368,Academy of Art University,San Francisco,CA,www.academyart.edu
102386,Academy of Chinese Culture and Health Sciences,Oakland,CA,www.acchs.edu
102401,Academy of Radio and Television Broadcasting,Huntington Beach,CA,www.arbradio.com
102410,Academy Pacific Travel College,Los Angeles,CA,www.academypacific.edu
102429,Alameda Beauty College,Alameda,CA,
102438,College of Alameda,Alameda,CA,www.peralta.edu
102447,Allan Hancock College,Santa Maria,CA,www.hancockcollege.edu/
102465,American Baptist Seminary of the West,Berkeley,CA,www.absw.edu
102474,American Film Institute,Los Angeles,CA,www.AFI.com
102483,American Beauty College,West Covina,CA,
102508,American Career College - Los Angeles,Los Angeles,CA,www.americancareer.com
102517,American Conservatory Theater,San Francisco,CA,www.act-sf.org
102526,American Graduate University,Covina,CA,www.agu.edu
102535,American River College,Sacramento,CA,www.arc.losrios.edu/
102544,Everest Institute - Hayward,Hayward,CA,cci.edu
102553,Antelope Valley College,Lancaster,CA,www.avc.edu
102562,Art Center College of Design,Pasadena,CA,www.artcenter.edu
102571,Associated Technical College,Los Angeles,CA,
102580,Associated Technical College,San Diego,CA,www.associatedtechcollege.com
102599,Associated Technical College,Vista,CA,www.associatedtechcollege.com
102605,Azusa Pacific University,Azusa,CA,www.apu.edu
102614,Bakersfield College,Bakersfield,CA,www.bakersfieldcollege.edu/
102623,Barstow Community College,Barstow,CA,www.barstow.edu
102632,Bellus Academy - National City,National City,CA,www.sandiegobeautyacademy.com
102641,Bethany University,Scotts Valley,CA,www.bethany.edu
102650,Bethesda University of California,Anaheim,CA,www.bcu.edu
102669,Biola University,La Mirada,CA,www.biola.edu
102678,Brooks College,Long Beach,CA,www.brookscollege.edu
102687,Brooks Institute - Santa Barbara,Santa Barbara,CA,www.brooks.edu
102696,Brownson Technical School,Anaheim,CA,brownsontechnicalschool.com
102702,Bryan University,Los Angeles,CA,www.bryancollege.edu
102711,Butte College,Oroville,CA,www.butte.edu
102720,Phillips Graduate Institute,Encino,CA,pgi.edu
102739,California Institute of Integral Studies,San Francisco,CA,www.ciis.edu
102757,Cabrillo College,Aptos,CA,www.cabrillo.edu
102766,California Baptist University,Riverside,CA,www.calbaptist.edu
102775,California College of the Arts,Oakland,CA,www.cca.edu
102784,University of California Hastings College of Law,San Francisco,CA,www.uchastings.edu
102793,California Institute of Technology,Pasadena,CA,www.caltech.edu
102809,California Lutheran University,Thousand Oaks,CA,www.callutheran.edu/
102818,California Polytechnic State University-San Luis Obispo,San Luis Obispo,CA,www.calpoly.edu
102854,Alliant International University,San Diego,CA,www.alliant.edu
102872,California State University - Bakersfield,Bakersfield,CA,www.csubak.edu
102881,California State University - Stanislaus,Turlock,CA,www.csustan.edu
102906,California State University - San Bernardino,San Bernardino,CA,www.csusb.edu
102915,California State Polytechnic University - Pomona,Pomona,CA,www.csupomona.edu
102924,California State University - Chico,Chico,CA,www.csuchico.edu
102933,California State University - Dominguez Hills,Carson,CA,www.csudh.edu
102942,California State University - Fresno,Fresno,CA,www.csufresno.edu
102951,California State University - Fullerton,Fullerton,CA,www.fullerton.edu
102960,California State University - East Bay,Hayward,CA,www.csueastbay.edu
102979,California State University - Long Beach,Long Beach,CA,www.csulb.edu
102988,California State University - Los Angeles,Los Angeles,CA,www.calstatela.edu
102997,California State University - Northridge,Northridge,CA,www.csun.edu
103006,California State University - Sacramento,Sacramento,CA,www.csus.edu
103015,University of California - Berkeley,Berkeley,CA,www.berkeley.edu
103024,University of California - Davis,Davis,CA,www.ucdavis.edu
103033,University of California - Irvine,Irvine,CA,www.uci.edu/
103042,University of California - Los Angeles,Los Angeles,CA,www.ucla.edu
103051,University of California - Riverside,Riverside,CA,WWW.UCR.EDU
103060,University of California - San Diego,La Jolla,CA,www.ucsd.edu
103079,University of California - San Francisco,San Francisco,CA,www.ucsf.edu
103088,University of California - Santa Barbara,Santa Barbara,CA,www.ucsb.edu
103097,University of California - Santa Cruz,Santa Cruz,CA,www.ucsc.edu/visitors/
103103,Institute of Transpersonal Psychology,Palo Alto,CA,www.itp.edu
103112,Mountain Oaks Adult Education Center,Vacaville,CA,
103121,California Beauty College,Modesto,CA,
103130,California Christian College,Fresno,CA,www.calchristiancollege.org
103149,California Coast University,Santa Ana,CA,www.calcoast.edu
103158,California College-San Diego,San Diego,CA,www.cc-sd.edu
103167,California Culinary Academy,San Francisco,CA,www.baychef.com
103176,California Hair Design Academy,La Mesa,CA,
103185,California Institute of the Arts,Valencia,CA,www.calarts.edu
103194,California Maritime Academy,Vallejo,CA,www.csum.edu
103200,California Western School of Law,San Diego,CA,www.cwsl.edu
103219,Canada College,Redwood City,CA,canadacollege.edu
103228,College of the Canyons,Santa Clarita,CA,www.canyons.edu
103237,Career Academy of Beauty,Garden Grove,CA,BeautyCareers.com
103246,Casa Loma College - Van Nuys,Van Nuys,CA,www.casalomacollege.com
103255,Center for Employment Training - San Diego,San Diego,CA,www.cet2000.org
103264,Center for Employment Training - San Jose,San Jose,CA,www.cet2000.org
103282,Center for Employment Training - Riverside,Riverside,CA,
103334,Cerritos College,Norwalk,CA,WWW.CERRITOS.EDU
103343,Cerro Coso Community College,Ridgecrest,CA,www.cerrocoso.edu
103352,Chabot College,Hayward,CA,www.chabotcollege.org
103361,Chaffey College,Rancho Cucamonga,CA,WWW.CHAFFEY.EDU
103370,Chapman University,Orange,CA,www.chapman.edu
103389,Charles R Drew University of Medicine and Science,Los Angeles,CA,www.cdrewu.edu
103398,Concordia University,Irvine,CA,www.cui.edu
103404,San Diego Christian College,El Cajon,CA,www.christianheritage.edu
103422,Church Divinity School of the Pacific,Berkeley,CA,www.cdsp.edu
103431,Citrus College,Glendora,CA,www.citruscollege.edu
103440,City College of San Francisco,San Francisco,CA,www.ccsf.edu
103468,Claremont Graduate University,Claremont,CA,www.cgu.edu
103477,Claremont McKenna College,Claremont,CA,www.claremontmckenna.edu/
103486,Milan Institute - Visalia,Visalia,CA,
103501,Clovis Adult Education,Clovis,CA,
103529,Coastline Community College,Fountain Valley,CA,coastline.cccd.edu
103538,Cogswell Polytechnical College,Sunnyvale,CA,www.cogswell.edu
103547,Coleman University,San Diego,CA,www.coleman.edu
103556,COBA Academy,Orange,CA,www.coba.edu
103565,National Polytechnic College of Science,Wilmington,CA,WWW.natpoly.edu
103574,Western University of Health Sciences,Pomona,CA,www.westernu.edu
103583,Columbia College,Sonora,CA,columbia.yosemite.cc.ca.us/
103592,Columbia College Hollywood,Tarzana,CA,www.columbiacollege.edu
103608,Morgan Hill Community Adult School,Morgan Hill,CA,www.cas.mhu.k12.ca.us
103617,Compton Community College,Compton,CA,www.compton.cc.ca.us
103626,Western Beauty Institute,Panorama City,CA,www.wbi.edu
103644,Contra Costa College,San Pablo,CA,www.contracosta.cc.ca.us
103653,Cosumnes River College,Sacramento,CA,www.crc.losrios.edu/
103662,Crafton Hills College,Yucaipa,CA,www.craftonhills.edu
103671,Crenshaw-Washington Community Adult School,Los Angeles,CA,
103680,Cuesta College,San Luis Obispo,CA,WWW.CUESTA.EDU
103699,Cuyamaca College,El Cajon,CA,www.cuyamaca.net/
103714,Cypress College,Cypress,CA,www.cypresscollege.edu
103732,De Anza College,Cupertino,CA,www.deanza.edu
103741,Marinello School of Beauty - Hemet,Hemet,CA,
103750,Deep Springs College,Big Pine,CA,www.deepsprings.edu
103769,Dell'Arte International School of Physical Theatre,Blue Lake,CA,www.dellarte.com
103778,College of the Desert,Palm Desert,CA,www.collegeofthedesert.edu
103787,Design Institute of San Diego,San Diego,CA,WWW.DISD.EDU
103796,Kasson Adult School - Deuel Vocational Institution,Tracy,CA,
103811,Diablo Valley College,Pleasant Hill,CA,WWW.DVC.EDU
103820,Dominican University of California,San Rafael,CA,www.dominican.edu
103839,Dominican School of Philosophy and Theology,Berkeley,CA,www.dspt.edu
103848,Don Bosco Technical Institute,Rosemead,CA,www.boscotech.edu
103857,East Los Angeles College,Monterey Park,CA,www.elac.edu
103866,East Los Angeles Occupational Center,Los Angeles,CA,
103875,Marinello School of Beauty - Santa Clara,Santa Clara,CA,www.cacosmetologycollege.com
103884,SDCCD Continuing Education,San Diego,CA,www.sdccd.net
103893,El Camino College,Torrance,CA,www.elcamino.edu
103909,Elegance International,Hollywood,CA,www.ei.edu
103927,Marinello School of Beauty - Burbank,Burbank,CA,www.elegantebc.com
103936,Marinello School of Beauty - Moreno Valley,Moreno Valley,CA,www.elegantebc.com
103945,Emperors College of Traditional Oriental Medicine,Santa Monica,CA,www.emperors.edu
103954,Empire College,Santa Rosa,CA,www.empcol.edu
103963,Evergreen Valley College,San Jose,CA,www.evc.edu
103981,Fashion Institute of Design and Merchandising,Los Angeles,CA,WWW.FIDM.EDU
103990,Fashion Careers College,San Diego,CA,www.fashioncollege.com
104027,Feather River College,Quincy,CA,www.frc.edu
104036,Federico Beauty Institute,Sacramento,CA,federico.edu
104045,Fielding Graduate University,Santa Barbara,CA,www.fielding.edu
104054,"Five Branches University:  Graduate School of Traditional Chinese Medicine - Santa Cruz, CA",Santa Cruz,CA,www.fivebranches.edu
104063,Hair California Beauty Academy,Orange,CA,
104072,Foothill College,Los Altos Hills,CA,www.foothill.edu
104081,Franciscan School of Theology,Berkeley,CA,www.fst.edu
104090,Fredrick and Charles Beauty College,Eureka,CA,
104106,Fresno City College,Fresno,CA,www.fresnocitycollege.com
104115,Fresno Pacific University,Fresno,CA,www.fresno.edu
104133,Fuller Theological Seminary,Pasadena,CA,www.fuller.edu
104142,Fullerton College,Fullerton,CA,www.fullcoll.edu
104151,Galen College of Medical and Dental Assistants,Modesto,CA,
104160,Galen College of Medical and Dental Assistants,Fresno,CA,
104179,Galen College of Medical and Dental Assistants,Vislia,CA,
104188,Gavilan College,Gilroy,CA,www.gavilan.edu
104197,Gemological Institute of America,Carlsbad,CA,www.gia.edu
104203,Glendale Community College,Glendale,CA,www.glendale.edu
104221,Golden Gate Baptist Theological Seminary,Mill Valley,CA,www.ggbts.edu
104230,Golden Gate University-San Francisco,San Francisco,CA,www.ggu.edu
104249,Golden West College,Huntington Beach,CA,www.gwc.cccd.edu
104258,Graduate Theological Union,Berkeley,CA,WWW.GTU.EDU
104267,Grossmont Adult School `,El Cajon,CA,www.guhsd.net/adult
104276,Grossmont-Cuyamaca Community College District,El Cajon,CA,www.gcccd.net
104285,Grossmont College,El Cajon,CA,grossmont.gcccd.cc.ca.us/home/
104294,Salon Success Academy - San Bernardino,San Bernardino,CA,www.gotobeautyschool.com
104300,Harbor Occupational Center,San Pedro,CA,www.lausd.k12.ca.us
104319,Hartnell College,Salinas,CA,www.hartnell.edu
104328,Harvey Mudd College,Claremont,CA,www.hmc.edu
104407,Hilltop Beauty School,Daly City,CA,
104416,Holy Names University,Oakland,CA,www.hnu.edu
104425,Pacifica Graduate Institute,Carpinteria,CA,www.pacifica.edu
104434,Humboldt State University,Arcata,CA,www.humboldt.edu
104443,Humphreys College - Stockton,Stockton,CA,www.humphreys.edu
104452,Imperial Valley College,Imperial,CA,www.imperial.edu
104461,Institute for Business and Technology,Santa Clara,CA,WWW.IBTTECH.COM
104470,ICR Graduate School,Santee,CA,www.icr.edu
104489,LA College International,Los Angeles,CA,www.www.lac.edu
104498,Interior Designers Institute,Newport Beach,CA,idi.edu
104513,International School of Cosmetology,Santa Monica,CA,
104522,Irvine Valley College,Irvine,CA,www.ivc.edu
104568,Bellus Academy - El Cajon,El Cajon,CA,www.sandiegobeautyacademy.com
104586,John F Kennedy University,Pleasant Hill,CA,www.jfku.edu
104595,American Jewish University,Los Angeles,CA,www.uj.edu
104601,Reedley College,Reedley,CA,www.reedleycollege.edu
104610,Life Pacific College,San Dimas,CA,www.lifepacific.edu
104629,The Art Institute of California - San Diego,San Diego,CA,www.aica.artinstitutes.edu
104638,University of La Verne,La Verne,CA,www.ulv.edu
104647,Laguna College of Art and Design,Laguna Beach,CA,www.lagunacollege.edu
104656,Athena College of Beauty,Laguna Hills,CA,
104665,Lake Tahoe Community College,South Lake Tahoe,CA,www.ltcc.edu
104674,Lancaster Beauty School,Lancaster,CA,
104683,Laney College,Oakland,CA,laney.peralta.cc.ca.us/
104692,Lassen Community College,Susanville,CA,www.lassencollege.edu
104708,Life Chiropractic College-West,Hayward,CA,www.lifewest.edu
104717,Lincoln University,Oakland,CA,www.lincolnuca.edu
104726,Southern California Seminary,El Cajon,CA,www.socalsem.edu
104735,La Sierra University,Riverside,CA,www.lasierra.edu
104744,Loma Linda University,Loma Linda,CA,www.llu.edu
104753,Long Beach City College,Long Beach,CA,www.lbcc.edu
104762,Southern California University of Health Sciences,Whittier,CA,WWW.SCUHS.EDU
104780,Los Angeles Harbor College,Wilmington,CA,www.lahc.edu
104799,Los Angeles Pierce College,Woodland Hills,CA,www.piercecollege.com
104805,Los Angeles Southwest College,Los Angeles,CA,www.lasc.edu
104814,Los Angeles Trade Technical College,Los Angeles,CA,www.lattc.edu
104823,Los Angeles Valley College,Valley Glen,CA,www.lavc.cc.ca.us
104832,The Master's College and Seminary,Santa Clarita,CA,www.masters.edu
104841,Los Angeles City College,Los Angeles,CA,www.lacitycollege.edu/
104850,Harbor - UCLA Medical Center,Torrance,CA,
104869,Los Angeles County College of Nursing and Allied Health,Los Angeles,CA,ladhs.org/lacusc/lacnah
104878,Los Angeles Mission College,Sylmar,CA,www.lamission.edu
104887,Los Medanos College,Pittsburg,CA,www.losmedanos.net
104911,Loyola Marymount University,Los Angeles,CA,www.lmu.edu
104920,Manchester Beauty College,Fresno,CA,
104939,Tulare Beauty College,Tulare,CA,
104966,Lytle's Redwood Empire Beauty College Inc,Santa Rosa,CA,www.lytles-rebc.com
104975,MTI Business College Inc,Stockton,CA,www.mtistockton.com
104984,MTI College,Sacramento,CA,www.mticollege.edu
104993,Kaplan College - Sacramento,Sacramento,CA,www.mariccollege.edu
105002,Kaplan College - San Diego,San Diego,CA,www.mariccollege.edu
105011,Kaplan College - Vista,Vista,CA,www.mariccollege.edu
105039,College of Marin,Kentfield,CA,www.marin.cc.ca.us
105048,Marinello School of Beauty - Los Angeles,Los Angeles,CA,www.marinello.com
105057,Marinello School of Beauty - Inglewood,Inglewood,CA,www.marinello.com
105066,Marinello School of Beauty - Whittier,Whittier,CA,www.marinello.com
105075,Marinello School of Beauty - Los Angeles,Los Angeles,CA,www.marinello.com
105084,Marinello School of Beauty - Reseda,Reseda,CA,www.marinello.com
105093,Marinello School of Beauty - North Hollywood,Simi Valley,CA,www.marinello.com
